"FeatureName","ControlID","Description","ControlSeverity","IsBaselineControl","IsPreviewBaselineControl","Rationale","Recommendation","Automated","SupportsAutoFix","Tags"
"DataFactoryV2","Azure_DataFactoryV2_AuthN_Use_Service_Identity","Data factory must use a service identity for authenticating to supported linked services.","Moderate","No","No","Using a service identity for authentication ensures that there is a built-in high level of assurance for subsequent access control.","If the data factory was created through Azure SDK or REST API and does not have a service identity then run command: Set-AzDataFactoryV2 -ResourceGroupName <resourceGroupName> -Name <dataFactoryName> -Location <region>","No","No","SDL, Best Practice, DP, DataFactoryV2, Manual"
"DataFactoryV2","Azure_DataFactoryV2_DP_Configure_Secure_Output","Configure activity output as 'Secure Output' if the activity emits sensitive data.","Moderate","No","No","Configuring activity output as 'Secure Output' prevents it from getting logged to monitoring.","To enable secure output, please follow these steps - (a) Logon to https://portal.azure.com/ (b) Navigate to 'Data factories' (c) Navigate to the data factory you want to modify (d) Click on the 'Author and Monitor'. This will launch the data factory portal (e) Select the appropriate activity under the pipeline you want to modify (f) Go to 'General' tab and select the checkbox 'Secure Output' (g) Publish the pipeline.","No","No","SDL, Best Practice, DP, DataFactoryV2, Manual"
"Storage","Azure_Storage_AuthN_Dont_Allow_Anonymous","The Access Type for containers must not be set to 'Anonymous'","Important","Yes","No","Data in containers that have anonymous access can be downloaded by anyone on the internet without authentication. This can lead to a compromise of corporate data.","Run command 'Set-AzStorageContainerAcl -Name '<ContainerName>' -Permission 'Off' -Context (New-AzStorageContext -StorageAccountName '<StorageAccountName>' -StorageAccountKey '<StorageAccountKey>')'. Run 'Get-Help Set-AzStorageContainerAcl -full' for more help.","Yes","Yes","SDL, TCP, Automated, AuthN, StandardSku, PremiumSku, GeneralPurposeStorage, BlobStorage, HNSDisabled, ResourceLocked"
"Storage","Azure_Storage_Audit_AuthN_Requests","Storage Account must be configured to log and monitor authentication request data","Moderate","No","No","Logging and monitoring of authentication request data can help to detect suspicious and malicious activities early and respond in a timely manner.","Run command 'Set-AzStorageServiceLoggingProperty -ServiceType '<Blob/Queue/Table>' -LoggingOperations 'All' -Context '<StorageContext>' -RetentionDays '365' -PassThru'. Run 'Get-Help Set-AzStorageServiceLoggingProperty -full' for more help. Set-AzStorageServiceMetricsProperty -MetricsType 'Hour' -ServiceType '<Blob/Queue/Table/File>' -Context '<StorageContext>' -MetricsLevel 'ServiceAndApi' -RetentionDays '365' -PassThru. Run 'Get-Help Set-AzStorageServiceMetricsProperty -full' for more help.","Yes","Yes","SDL, TCP, Automated, Audit, OwnerAccess, StandardSku, GeneralPurposeStorage, BlobStorage, ResourceLocked"
"Storage","Azure_Storage_DP_Encrypt_In_Transit","HTTPS protocol must be used for accessing Storage Account resources","Important","Yes","No","Use of HTTPS ensures server/service authentication and protects data in transit from network layer man-in-the-middle, eavesdropping, session-hijacking attacks. When enabling HTTPS one must remember to simultaneously disable access over plain HTTP else data can still be subject to compromise over clear text connections.","Run command 'Set-AzStorageAccount -ResourceGroupName <RGName> -Name <StorageAccountName> -EnableHttpsTrafficOnly $true'. Run 'Get-Help Set-AzStorageAccount -full' for more help.","Yes","Yes","SDL, TCP, Automated, DP, StandardSku, PremiumSku, GeneralPurposeStorage, BlobStorage, PremiumFileShareStorage"
"Storage","Azure_Storage_AuthZ_Use_IP_ACL","Use IP-restrictions in SAS tokens to only permit access from intended IP addresses","Moderate","No","No","Using appropriate IP-based ACLs ensures that data in storage is protected and accessible only to entities from an expected set of endpoints.","Restrict storage SAS tokens to specific IP addresses/ranges where possible. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1. Note: In case the IP range is indeterminate (for instance, if the client is a PaaS endpoint), you may need to attest this control.","No","No","SDL, TCP, Manual, AuthZ, StandardSku, PremiumSku, GeneralPurposeStorage, BlobStorage"
"Storage","Azure_Storage_AuthZ_Clients_Use_SAS","End user/client apps should access Storage Account through SAS token only (and not via Storage Account Key)","Important","No","No","A shared access signature (SAS) provides you with a way to grant limited access to objects in your Storage Account to other clients, without exposing your account key. This is in accordance with the principle of least privilege access.","Do not use Storage Account key directly in apps. Use a SAS token to limit the access based on scope, duration, IPs, etc. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1.","No","No","SDL, Best Practice, Manual, AuthZ, StandardSku, PremiumSku, GeneralPurposeStorage, BlobStorage"
"Storage","Azure_Storage_DP_Rotate_Keys","Storage Account keys must be rotated periodically","Moderate","No","No","Periodic key/password rotation is a good security hygiene practice as, over time, it minimizes the likelihood of data loss/compromise which can arise from key theft/brute forcing/recovery attacks.","Rotate Storage Account keys on a periodic basis. To generated a new key, run command 'New-AzStorageAccountKey -KeyName '<key1/key2>' -Name '<StorageAccountName>' -ResourceGroupName '<RGName>'. Deploy the new key or derived SAS tokens to various clients as appropriate. Run 'Get-Help New-AzStorageAccountKey -full' for more help.","No","No","SDL, TCP, Manual, DP, StandardSku, PremiumSku, GeneralPurposeStorage, BlobStorage"
"Storage","Azure_Storage_AuthZ_Allow_Limited_Access_to_Services","Use Stored Access Policies with least privileges needed to access services in the Storage Account.","Important","No","No","Granting minimum access ensures that users are granted just enough permissions to perform their tasks. This minimizes operations that can be performed on the resource in case of access policy key compromise.","Create a SAS token with Stored Access Policy for service access using the minimal required privileges. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1#controlling-a-sas-with-a-stored-access-policy.","No","No","SDL, TCP, Manual, AuthZ, StandardSku, PremiumSku, GeneralPurposeStorage, BlobStorage"
"Storage","Azure_Storage_DP_Restrict_CORS_Access","Ensure that CORS access is granted to a minimal set of trusted origins and only required verbs are supported.","Moderate","No","No","CORS enables applications running under one domain to access a resource under another domain. Using '*' (allow all) for CORS setting means that an application running under any domain can have access to your application's resources and data. Restricting allowed origins to the specific set that needs access aligns with the principle of least privilege.","Go to Azure Portal --> your Storage service --> Settings --> CORS --> for each of the Storage services  i.e. Blob/File/Table/Queue --> Add --> Provide the specific domain names and other CORS details that should be allowed to make cross-origin calls. Note: No action is needed if you are not using CORS for your service.","Yes","No","SDL, TCP, Automated, DP, StandardSku, GeneralPurposeStorage, BlobStorage, OwnerAccess, ResourceLocked"
"TrafficManager","Azure_TrafficManager_AuthZ_Grant_Min_RBAC_Access","All Users/Identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Clean up any unauthorized users on the Traffic Manager Profile. Run command Remove-AzRoleAssignment -SignInName '{signInName}' -Scope '{scope}}' -RoleDefinitionName {role definition name}'. Run 'Get-Help Remove-AzRoleAssignment -full' to get the complete details about this command.","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, TrafficManager"
"TrafficManager","Azure_TrafficManager_DP_Enable_HTTPS","Traffic Manager profile should use HTTPS protocol for endpoint monitoring","Moderate","Yes","No","Use of HTTPS ensures server/service authentication and protects data in transit from network layer man-in-the-middle, eavesdropping, session-hijacking attacks.","To enable HTTPS protocol for endpoint monitoring, go to Azure Portal --> your Traffic Manager Profile --> Configuration -->  Select HTTPS --> Save.","Yes","No","SDL, Best Practice, Automated, DP, TrafficManager"
"Search","Azure_Search_AuthZ_Grant_Min_RBAC_Access","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Remove any excessive privileges granted on the Search service. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, Search"
"Search","Azure_Search_AuthZ_Least_Privilege_For_Monitoring","Users monitoring/supporting the Search service should be provided with minimum required permissions","Moderate","No","No","Granting minimum access to monitoring and support team ensures that they are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of data compromise.","Remove any excessive privileges granted on the Search service to monitoring/support teams. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","No","No","SDL, Best Practice, Manual, AuthZ, Search"
